Official Name,Country/Org of UN Registry,Country of Operator,Operator,Users,Purpose,Period (minutes),Date of Launch,Contractor,Country of Contractor,Launch Site,Launch Vehicle,NORAD Number,Year
USA 108,USA,USA,US Navy,Military,Communications,1435.22,1/29/1995,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 2,23467,1995
USA 138,USA,USA,US Navy,Military,Communications,1435.94,3/16/1998,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 2,25258,1998
Uguisu,NR (11/19),Japan,Kyushu Institute of Technology,Civil,Earth Observation,92.7,6/17/2019,Kyushu Institute of Technology (KIT),Japan,International Space Station,J-SSOD Deployer,44331,2019
UiTMSAT-1,NR,Malaysia,Universiti Teknologi Mara (UiTM),Civil,Earth Observation,92.6,8/10/2018,Kyushu Institute of Technology (KIT),Japan,International Space Station,J-SSOD Deployer,43589,2018
UK-DMC-2,United Kingdom,United Kingdom,UK/DMC International Imaging (DMCII),Government,Earth Observation,98,7/29/2009,Surrey Satellite Technology Ltd. (SSTL),UK,Baikonur Cosmodrome,Dnepr,35683,2009
Ukube-1,United Kingdom,United Kingdom,UK Space Agency,Government,Technology Development,97.27,7/8/2014,Clyde Space,UK,Baikonur Cosmodrome,Soyuz-2.1b,40074,2014
UNIFORM 1,Japan,Japan,Wakayama University (UNIFORM consortium),Civil,Earth Observation,97.2,5/24/2014,Wakayama University and other Japanese universities,Japan,Tanegashima Space Center,H2A,39767,2014
UNITE,NR (11/19),USA,University of Southern Indiana/NASA,Civil,Space Science,92.7,1/31/2019,University of Southern Indiana/NASA,USA,International Space Station,Nanorack Deployer,44031,2019
Ursa Maior,Belgium,Italy,University of Rome,Civil,Earth Science,94.7,6/23/2017,University of Rome - La Sapienza,Italy,Satish Dhawan Space Centre,PSLV,42776,2017
UWE-3,Germany,Germany,University of Würzburg,Civil,Communications,97.6,11/21/2013,University of Würzburg,Germany,Dombarovsky Air Base,Dnepr,39446,2013
UWE-4,Germany,Germany,University of Würzburg,Civil,Technology Development/Educational,96.2,12/27/2018,University of Würzburg,Germany,Vostochny Cosmodrome,Soyuz 2.1a,43880,2018
RBSP-A,USA,USA,National Aeronautics and Space Administration (NASA)/Johns Hopkins University Applied Physics Laboratory,Government,Earth Observation,539.06,8/30/2012,Johns Hopkins University Applied Physics Laboratory,USA,Cape Canaveral,Atlas 5,38752,2012
RBSP-B,USA,USA,National Aeronautics and Space Administration (NASA)/Johns Hopkins University Applied Physics Laboratory,Government,Earth Observation,541.4,8/30/2012,Johns Hopkins University Applied Physics Laboratory,USA,Cape Canaveral,Atlas 5,38753,2012
VDNH-80,Russia,Russia,Moscow State University,Civil,Space Science,95.2,7/5/2019,Moscow State University,Russia,Vostochny Cosmodrome,Soyuz 2.1b,44392,2019
Velox 1,NR,Singapore,Nanyang Technological University,Civil,Technology Development,97.7,6/30/2014,Nanyang Technological University,Singapore,Satish Dhawan Space Centre,PSLV-CA,40057,2014
Velox 2,NR,Singapore,Nanyang Technological University,Civil,Technology Development,95.48,12/16/2015,Nanyang Technological University,Singapore,Satish Dhawan Space Centre,PSLV-C29,41171,2015
Velox C1,NR,Singapore,Nanyang Technological University,Civil,Technology Development,95.48,12/16/2015,Nanyang Technological University,Singapore,Satish Dhawan Space Centre,PSLV-C29,41166,2015
Venµs,Israel,France/Israel,Centre National d'Etudes Spatiales (CNES)/Israel Space Agency,Government,Earth Observation,99.2,8/1/2017,Israel Aerospace Industries (IAI),Israel,Guiana Space Center,Vega,42901,2017
VeneSat 1,Venezuela/China,Venezuela,Ministry of Science and Technology,Government,Communications,1436.1,10/29/2008,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,CZ-3B,33414,2008
Venta-1,NR,Latvia,Ventspils University College,Civil,Technology Development,94.7,6/23/2017,Ventspils High Technology Park/Bremen University of Applied Sciences/OHB Systems,Latvia/Germany,Satish Dhawan Space Centre,PSLV,42791,2017
ViaSat-1,USA,USA,"ViaSat, Inc.",Commercial,Communications,1436.09,10/19/2011,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton M,37843,2011
ViaSat-2,United Kingdom,USA,"ViaSat, Inc.",Commercial,Communications,1436.1,6/1/2017,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 5,42740,2017
Vinasat 1,NR,Vietnam,Vietnamese Posts and Telecommunications Group (VNPT),Government,Communications,1436.1,4/18/2008,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 5 ECA,32767,2008
Vinasat 2,NR,Vietnam,Vietnamese Posts and Telecommunications Group (VNPT),Government,Communications,1434.69,5/15/2012,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 5 ECA,38332,2012
VNREDSat 1A,NR,Vietnam,Space Technology Institute-Vietnam Academy of Science and Technology (STI-VAST),Government,Earth Observation,98.43,5/7/2013,EADS Astrium,France,Guiana Space Center,Vega,39160,2013
VRSS-1,Venezuela,Venezuela,Bolivarian Agency for Space Activities,Government,Earth Observation,97.48,9/28/2012,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 2D,38782,2012
VRSS-2,NR,Venezuela,Bolivarian Agency for Space Activities,Government,Earth Observation ,97.55,10/9/2017,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 2D,42954,2017
VZLUSat-1,Belgium,Czech Republic,Czech Aerospace Research Center (VZLU),Government,Technology Development,94.7,6/23/2017,Czech Aerospace Research Center (VZLU) and partners,Czech Republic,Satish Dhawan Space Centre,PSLV,42790,2017
Weina-1A,China,China,Shanghai Micro Satellite Engineering Center,Government,Technology Development,96.3,1/25/2018,Shanghai Micro Satellite Engineering Center,China,Xichang Satellite Launch Center,Long March 2C,43169,2018
USA 195,USA,USA,Military Satellite Communications - US Air Force,Military,Communications,1436.1,10/11/2007,Boeing Integrated Defense Systems,USA,Cape Canaveral,Atlas 5,32258,2007
USA 291,NR (11/19),USA,Military Satellite Communications - US Air Force,Military,Communications,1436.1,3/16/2019,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,44071,2019
USA 204,USA,USA,Military Satellite Communications - US Air Force,Military,Communications,1436.12,4/4/2009,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 5,34713,2009
USA 211,USA,USA,Military Satellite Communications - US Air Force,Military,Communications,1436.1,12/6/2009,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,36108,2009
USA 233,USA,USA,Military Satellite Communications - US Air Force,Military,Communications,1436.1,1/20/2012,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,38070,2012
USA 243,USA,USA,Military Satellite Communications - US Air Force,Military,Communications,1436.1,5/25/2013,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,39168,2013
USA 244,USA,USA,Military Satellite Communications - US Air Force,Military,Communications,1436.1,8/8/2013,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,39222,2013
USA 263,USA,USA,Military Satellite Communications - US Air Force,Military,Communications,1436.1,7/24/2015,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,40746,2015
USA 272,USA,USA,Military Satellite Communications - US Air Force,Military,Communications,1436.1,12/7/2016,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,41879,2016
USA 275,USA,USA,Military Satellite Communications - US Air Force,Military,Communications,1436.1,3/17/2017,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,42075,2017
WildBlue 1,USA,USA,WildBlue Communications,Commercial,Communications,1436.1,12/8/2006,Space Systems/Loral,USA,Guiana Space Center,Ariane 5,29643,2006
WNISat-1,Japan,Japan,"Weathernews, Inc.",Commercial,Earth Observation,99.2,11/21/2013,Axelspace,Japan,Dombarovsky Air Base,Dnepr,39423,2013
WNISat-1R,Japan,Japan,"Weathernews, Inc.",Commercial,Earth Observation,96.6,7/14/2017,Axelspace,Japan,Baikonur Cosmodrome,Soyuz 2.1a,42835,2017
Worldview 1,USA,USA,DigitalGlobe Corporation,Commercial,Earth Observation,94.50,9/18/2007,Ball Aerospace,USA,Vandenberg AFB,Delta 2,32060,2007
Worldview 2,USA,USA,DigitalGlobe Corporation,Commercial,Earth Observation,100.20,10/8/2009,Ball Aerospace,USA,Vandenberg AFB,Delta 2,35946,2009
Worldview 3,USA,USA,DigitalGlobe Corporation,Commercial,Earth Observation,96.96,8/13/2014,Ball Aerospace,USA,Vandenberg AFB,Atlas 5,40115,2014
Worldview 4,USA,USA,DigitalGlobe Corporation,Commercial,Earth Observation,96.90,11/11/2016,Lockheed Martin Missiles & Space,USA,Vandenberg AFB,Atlas 5,41848,2016
USA 277,USA,USA,US Air Force Rapid Capabilities Office,Military,Technology Development,90.80,9/7/2017,Boeing Corp.,USA,Cape Canaveral,Falcon 9,42932,2017
Xiaoxiang 1-07 ,NR (11/19),China,Spacety Aerospace Co.,Commercial,Technology Development,96.70,8/30/2019,Spacety Aerospace Co.,China,Jiuquan Satellite Launch Center,Kuaizhou 1A,44519,2019
Xiaoxiang-1,NR (11/19),China,Spacety Aerospace Co.,Commercial,Technology Development,95.30,1/21/2019,Spacety Aerospace Co.,China,Jiuquan Satellite Launch Center,Long March 11,43944,2019
Xiaoxiang-1-04,NR (11/19),China,Spacety Aerospace Co.,Commercial,Technology Development,96.00,6/5/2019,Spacety Aerospace Co.,China,Yellow Sea Launch Platform,Long March 11,44313,2019
Xingshidai 5,NR (11/19),China,Chengdu Guoxing Aerospace Technology Co. Ltd.,Commercial,Earth Observation,95.50,8/17/2019,MinoSpace Technology,China,Jiuquan Satellite Launch Center,Jielong 1,44488,2019
Xinyan 1,NR,China,DFH Satellite Co. Ltd.,Government,Technology Development,94.51,11/18/2012,China Academy of Space Technology (CAST),China,Taiyuan Launch Center,Long March 2C,38999,2012
XJS-A,China,China,Unknown,Government,Technology Development,94.23,6/27/2018,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C,43518,2018
XJS-B,China,China,Unknown,Government,Technology Development,94.23,6/27/2018,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C,43519,2018
XM 3,USA,USA,XM Satellite Radio USA,Commercial,Communications,1436.1,3/1/2005,Boeing Satellite Systems,USA,Sea Launch Odyssey,Zenit 3SL,28626,2005
XM 4,USA,USA,XM Satellite Radio USA,Commercial,Communications,1436.09,10/30/2006,Boeing Satellite Systems,USA,Sea Launch Odyssey,Zenit 3SL,29520,2006
XMM Newton,ESA,ESA,European Space Operations Centre (ESOC),Government,Space Science,"2,872.15",12/10/1999,Dornier Systems (and 46 subcontractors),International,Guiana Space Center,Ariane 5,25989,1999
XPNav-1,China,China,China Aerospace Science and Technology Corp. (CASC),Government,Technology Development,94.68,11/9/2016,China Aerospace Science and Technology Corp. (CASC),China,Jiuquan Satellite Launch Center,Long March 11,41841,2016
X-Sat,NR,Singapore,Centre for Research in Satellite Technology (CREST),Government,Earth Observation,101.1,4/20/2011,Centre for Research in Satellite Technology (CREST),Singapore,Satish Dhawan Space Centre,PSLV C16,37389,2011
XTAR-EUR,USA,Spain,Ministry of Defense/XTAR,Military/Government,Communications,1436.06,2/12/2005,Space Systems/Loral,USA,Guiana Space Center,Ariane 5 ECA,28542,2005
XW-1,China,China,DFH Satellite Co. Ltd./AMSAT-China,Civil,Communications,109.40,12/15/2009,DFH Satellite Co. Ltd.,China,Taiyuan Launch Center,Long March 4C,36122,2009
XW-2A,China,China,Chinese Amateur Satellite (CAMSAT),Civil,Communications,95.17,9/19/2015,DFH Satellite Co. Ltd./CAMSAT,China,Taiyuan Launch Center,Long March 6,40903,2015
XW-2B,China,China,Chinese Amateur Satellite (CAMSAT),Civil,Communications,95.22,9/19/2015,DFH Satellite Co. Ltd./CAMSAT,China,Taiyuan Launch Center,Long March 6,40911,2015
XW-2C,China,China,Chinese Amateur Satellite (CAMSAT),Civil,Communications,95.21,9/19/2015,DFH Satellite Co. Ltd./CAMSAT,China,Taiyuan Launch Center,Long March 6,40906,2015
XW-2D,China,China,Chinese Amateur Satellite (CAMSAT),Civil,Communications,95.22,9/19/2015,DFH Satellite Co. Ltd./CAMSAT,China,Taiyuan Launch Center,Long March 6,40907,2015
XW-2F,China,China,Chinese Amateur Satellite (CAMSAT),Civil,Communications,95.23,9/19/2015,DFH Satellite Co. Ltd./CAMSAT,China,Taiyuan Launch Center,Long March 6,40910,2015
XY-S1,China,China,China Aerospace Science and Technology Corp. (CASC),Government,Technology Development,95.33,1/9/2017,Ninth Academy of CASIC,China,Jiuquan Satellite Launch Center,Kuaizhou,41913,2017
Yahsat-1A,United Arab Emirates,United Arab Emirates,Al Yah Satellite Communications Co. (YAHSAT),Military/Commercial,Communications,1435.92,4/22/2011,Astrium/Thales Alenia Space,France,Guiana Space Center,Ariane 5,37393,2011
Yahsat-1B,United Arab Emirates,United Arab Emirates,Al Yah Satellite Communications Co. (YAHSAT),Military/Commercial,Communications,1436.07,4/23/2012,Astrium/Thales Alenia Space,France,Baikonur Cosmodrome,Proton M,38245,2012
Yamal-202,Russia,Russia,Gazprom Space Systems,Commercial,Communications,1436.06,11/24/2003,Rocket-Space Corporation Energia/Alcatel,Russia,Baikonur Cosmodrome,Proton K,28089,2003
Yamal-300K,Russia,Russia,Gazprom Space Systems,Commercial,Communications,1435.76,11/2/2012,OAO Resetneva,Russia,Baikonur Cosmodrome,Proton M,38978,2012
Yamal-401,Russia,Russia,Gazprom Space Systems,Commercial,Communications,1436.33,12/15/2014,ISS Reshetnev,Russia,Baikonur Cosmodrome,Proton M,40345,2014
Yamal-402,Russia,Russia,Gazprom Space Systems,Commercial,Communications,1436.11,12/8/2012,Thales,France,Baikonur Cosmodrome,Proton M,39022,2012
Yamal-601,Russia,Russia,Gazprom Space Systems,Commercial,Communications,1436.06,5/30/2019,Thales Alenia Space,France,Baikonur Cosmodrome,Proton,44307,2019
Yaogan 10,China,China,People's Liberation Army (C41),Military,Earth Observation,97.2,8/9/2010,Shanghai Academy of Satellite Technology (SAST),China,Taiyuan Launch Center,Long March 4C,36834,2010
Yaogan 11,China,China,People's Liberation Army (C41),Military,Earth Observation,97.7,9/22/2010,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 2D,37165,2010
Yaogan 12,China,China,People's Liberation Army (C41),Military,Earth Observation,94.4,11/9/2011,China Academy of Space Technology (CAST),China,Taiyuan Launch Center,Long March 4B,37875,2011
Yaogan 13,China,China,People's Liberation Army (C41),Military,Earth Observation,94.8,11/29/2011,Shanghai Academy of Satellite Technology (SAST),China,Taiyuan Launch Center,Long March 2C,37941,2011
Yaogan 14,China,China,People's Liberation Army (C41),Military,Earth Observation,94.1,5/10/2012,China Academy of Space Technology (CAST),China,Taiyuan Launch Center,Long March 4B,38257,2012
Yaogan 15,China,China,People's Liberation Army (C41),Military,Earth Observation,109.5,5/29/2012,Shanghai Academy of Satellite Technology (SAST),China,Taiyuan Launch Center,Long March 4C,38354,2012
Yaogan 16A,China,China,People's Liberation Army (C41),Military,Earth Observation,106.93,11/25/2012,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 4C,39011,2012
Yaogan 16B,NR,China,People's Liberation Army (C41),Military,Earth Observation,106.93,11/25/2012,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 4C,39012,2012
Yaogan 16C,NR,China,People's Liberation Army (C41),Military,Earth Observation,106.33,11/25/2012,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 4C,39013,2012
Yaogan 17A,China,China,People's Liberation Army (C41),Military,Earth Observation,107.12,9/1/2013,Shanghai Academy of Satellite Technology (SAST),China,Jiuquan Satellite Launch Center,Long March 4C,39239,2013
Yaogan 17B,NR,China,People's Liberation Army (C41),Military,Earth Observation,107.13,9/1/2013,Shanghai Academy of Satellite Technology (SAST),China,Jiuquan Satellite Launch Center,Long March 4C,39240,2013
Yaogan 17C,NR,China,People's Liberation Army (C41),Military,Earth Observation,105.14,9/1/2013,Shanghai Academy of Satellite Technology (SAST),China,Jiuquan Satellite Launch Center,Long March 4C,39241,2013
Yaogan 18,China,China,People's Liberation Army (C41),Military,Earth Observation,94.84,10/29/2013,Shanghai Academy of Satellite Technology (SAST),China,Taiyuan Launch Center,Long March 2C,39363,2013
Yaogan 19,China,China,People's Liberation Army (C41),Military,Earth Observation,109.51,11/20/2013,Shanghai Academy of Satellite Technology (SAST),China,Taiyuan Launch Center,Long March 4C,39410,2013
Yaogan 20A,China,China,People's Liberation Army (C41),Military,Earth Observation,107.05,8/9/2014,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 4C,40109,2014
Yaogan 20B,China,China,People's Liberation Army (C41),Military ,Earth Observation,107.05,8/9/2014,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 4C,40110,2014
Yaogan 20C,China,China,People's Liberation Army (C41),Military,Earth Observation,107.05,8/9/2014,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 4C,40111,2014
Yaogan 21,China,China,People's Liberation Army (C41),Military,Earth Observation,94.35,9/8/2014,China Academy of Space Technology (CAST),China,Taiyuan Launch Center,Long March 4B,40143,2014
Yaogan 22,China,China,People's Liberation Army (C41),Military,Earth Observation,109.48,10/20/2014,Shanghai Academy of Satellite Technology (SAST),China,Taiyuan Launch Center,Long March 4C,40275,2014
Yaogan 23,China,China,People's Liberation Army (C41),Military,Earth Observation,94.67,11/14/2014,Shanghai Academy of Satellite Technology (SAST),China,Taiyuan Launch Center,Long March 2C,40305,2014
Yaogan 24,China,China,People's Liberation Army (C41),Military,Earth Observation,97.55,11/20/2014,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 2C,40310,2014
Yaogan 25A,China,China,People's Liberation Army (C41),Military,Earth Observation,107.12,12/10/2014,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 4C,40338,2014
Yaogan 25B,China,China,People's Liberation Army (C41),Military,Earth Observation,107.01,12/10/2014,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 4C,40339,2014
Yaogan 25C,China,China,People's Liberation Army (C41),Military,Earth Observation,107.31,12/10/2014,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 4C,40340,2014
